Categories,Created,Description,Experience ID,Participant ID,Sources,Tag,Workshop,0,Categories-Access,Categories-Career,Categories-Compensation,Categories-Interactions,Categories-Learning,Categories-Life,Categories-Recognition,Categories-Respect,Categories-Skills,Sources-Customers,Sources-HR,Sources-Leadership,Sources-Manager,Sources-Peers,Sources-Policy,Sources-Reports
"LearningGrowth,CompensationBenefits,Recognition",2/15/2021 11:26,Back in 2011 while working for Organization I was told that you need a certain degree to obtain higher pay. I had one degree but it was stated that I needed a Bachelors Degree for higher pay. So I Left in 2012 to go back to get that degree and came back 2016 and still haven't reach the pay I would like for my worth efforts.,1649,766,HR,,8,,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
Other,2/15/2021 11:23,"I love the job for its purpose that it serves for the kids but the employees are under staffed, and underpaid especially under the circumstances we are in (COVID) and we are dealing with the carriers everyday with no hazard pay or additional pay. We have also took on more responsibilities helping them individually with homework and classwork almost as paraprofessionals. There could be better useful meetings or trainings versus going over the same few topics every time we meet.",1650,791,Peers,,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AccessParticipation,WorkplaceInteractions",2/15/2021 11:23,During in person training people would group together sometimes leaving a person out. Whether intentional or not. Experienced by me and something I‚'ve witnessed.,1651,708,Peers,,8,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Respect,2/15/2021 11:23,I feel the part time staff are the least respected in the organization,1652,749,"Leadership,Peers",,8,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
AccessParticipation,2/15/2021 11:23,"We have Spanish speaking staff, but no arrangements were made to help them better participate in the training.",1653,805,Leadership,,8,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Respect,2/15/2021 11:23,When I am asked for my opinion or ideas around a new project and it is disregarded and not considered.,1654,796,DirectManager,,8,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
SkillsUseAssignments,2/15/2021 11:24,I feel that my skills are  being under utilized. I have several skills and degrees but are forced to do the same assignments and projects.,1655,728,Leadership,,8,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"WorkLifeBalance,Recognition,Respect,WorkplaceInteractions",2/15/2021 11:24,"As we move forward especially during COVID, I wish leadership would poll/survey the organization to ask how would club staff feel about reopening, what do they need to be safe, etc. and not just executive directors. They assume executive directors speak for the entire club and that may or may not be true. Because most of the time (or more specifically at my club) our ED is not asking us how we feel or how we would like to move forward. Also, there's already a disconnect between club staff and support staff. The club staff is putting themselves at more risk than the support staff and that should be a priority and concern for support staff and leadership. It makes us feel like our voices and concerns don't matter or are not taken into consideration. We have people making decisions for us who don't know what day to day club life is like (especially during COVID) but again extend the conversation past EDs.",1656,795,"Leadership,HR,DirectManager",,8,,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0
LearningGrowth,2/15/2021 11:24,"Not sure if there are leadership programs for part-time that lines up with promotional opportunities. In my professional career, I was accustomed to being on professional tracks where building your dossier would ultimately advance you to another rank or level. I am not clear if the same structure is in place with Boys & Girls Club of Metro Atlanta.",1657,765,Leadership,,8,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"SkillsUseAssignments,LearningGrowth,CompensationBenefits,CareerOpportunities,Respect",2/15/2021 11:25,"After working for BGC1 for 5 years, I was recently promoted to Full-Time status. I am beyond grateful for this opportunity. However, I was given a job description which included about 16 new duties and no pay increase outside the benefits of FT pay, health benefits & PTO.  I appreciate having these added benefits, but I can't help feeling a little disrespected by the lack of pay increase offer.  I did ask, I was given .50 increase.  Oddly enough, the next piece of info is true as well.

In my new role, I've only been assigned 2 new tasks.  Another person was hired and their duties include what I feel I should learn and do to substantiate my new role and make a meaningful contribution to the organization from my position.

I honestly don't feel the new hire part has anything to do with being African-American or female (the person ref'd is also an African-American female-with whom I have a great rapport).  But, I definitely feel excluded from where I may learn, grow and contribute.",1658,727,"Leadership,HR,DirectManager",,8,,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0
AccessParticipation,2/15/2021 11:25,"I have witness my director exclude the teens at our location, by giving youth members certain privileges and not including teens.",1659,712,DirectManager,,8,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CompensationBenefits,CareerOpportunities",2/15/2021 11:25,"I feel with my experience in the boys & girls club organization my salary should be higher. Ive been on and off with the organization since 1999. this was my first job and ive been in love every since.

I understand it takes a degree for some positions but Ive been more skilled then those coming in with one and end up doing the job for them. Mostly has to do with race in my eyes. Milwaukee, WI is the top city in failing black families.",1660,807,Leadership,,8,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Recognition,Respect",2/15/2021 11:25,Part time staff has asked our ED to be included in conversations that directly impact them and their job performance and they continually are left out.,1661,795,DirectManager,,8,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"SkillsUseAssignments,Recognition",2/15/2021 11:26,"I do not feel my skills are used well. The org does not always do a good job of recognizing talent. I feel the organization hires and promotes based on the ability to do tasks, not on talent. I do not know if this is a DEI issue, but I think it keeps some of our staff from advancing themselves.",1662,770,"Policy,Leadership,HR",,8,,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
"Respect,WorkplaceInteractions",2/15/2021 11:26,Many seem to come to work with outside life stressors on their shoulders. These stressors lead to negative interactions. These interacts include disrespectful tones towards one another.,1663,724,Peers,,8,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CareerOpportunities,2/15/2021 11:26,"I asked leadership for other opportunities because i detest the position i am in. All i hear is , ""we will get back to you"".",1664,728,Leadership,,8,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LearningGrowth,2/15/2021 11:26,Little to no input is solicited from front line workers. We too can contribute significant value to the organization by learning from us vs talking over us and TELLING us what our club needs are.,1665,752,"Leadership,HR",,8,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"CompensationBenefits,WorkLifeBalance",2/15/2021 11:26,"I feel that my experience, dedication and heart that I put into the club experience is not appreciated. The financial compensation is so low based on what I/we give.  Does anyone care?",1666,759,DirectManager,,8,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
AccessParticipation,2/15/2021 11:26,I sometimes feel like im alone with the kids,1667,788,"DirectManager,Peers",,8,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"WorkplaceInteractions,Other",2/15/2021 11:27,"At the last org wide training at Harland, some workshops were hosted at Clark Atlanta University. We rode BGC1 busses there. On the afternoon trip when we reached the gate to CAU, there was an orange cone blocking our entry.  A BGC1 staff hopped off the bus to remove the cone. The security guard at the gate told her not to touch the cone.  The BGC1 staff got upset and asked for the CAU's name.  It was a hot day so I understood the frustration; however, I was appalled by the audacity and the entitlement of the BGC1 staff member. None of us had any idea why the cone was there. Maybe there was a safety threat ahead. The CAU security guard happened to be African American and the BGC1 staff happened to be European American.  I'm not making it a race issue but I can't imagine the same happening at Emory University for example.  The theme of our org trainig was Seen Safe Heard.  That interaction, for me, captured how unseen Black women can be in this world.  This woman was doing her job to keep CAU students safe, and here a guest of the campus was willing to disregard and attempt to bypass her authority....We largely serve black children. We should work to contribute to positivity in the world for which we are preparing them to thrive.",1668,799,Leadership,,8,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Recognition,2/15/2021 11:11,Not getting the recognition deserved while on the front line dealing with kids & Covid.,1544,707,Leadership,,8,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Respect,2/15/2021 11:28,Our senior director is the rudest individual i have ever met in my life. She doesn't care about the team more so herself.,1670,728,DirectManager,,8,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WorkLifeBalance,2/15/2021 11:28,"I believe the work-life balance for club staff is poor. I know the hours are different due to the business model, but we are often expected to participate in meetings outside of our normal work hours, while support staff individuals are able to keep regular 9-5 hours.",1671,770,"Policy,Leadership,DirectManager",,8,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
Recognition,2/15/2021 11:29,I am never recognized for my hard work or going over and beyond at my job.,1673,728,Leadership,,8,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"AccessParticipation,SkillsUseAssignments,CompensationBenefits,CareerOpportunities",2/15/2021 11:29,"I would like to seek certifications that the organization provides for my Learning and Growth. Coaching, Sports, CDL, CPR, Ex...",1674,732,"Policy,Leadership,HR,DirectManager",,8,,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0
CompensationBenefits,2/15/2021 11:29,"I am far from being adequately compensated for the services I offer on a daily basis at my club or from an organization perspective as well. Honestly, I go above and beyond because of my local leadership, the team, and youths we serve in our local club. I know I was sent to my particular club for a specific reason and compensation does not drive me to be excellent. However, it would help!",1675,765,HR,,8,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"LearningGrowth,Other",2/15/2021 11:30,I felt my values were excluded when Club-facing positions were eliminated that were vital to training staff on unconscious bias and uplifting the concerns of marginalized communities.,1676,697,Leadership,,8,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CompensationBenefits,2/15/2021 11:30,"It is asked a lot out of us so that the members can have the best experience possible. Such as the lesson plans, decorating the building for Holidays, setting up for celebrations that's taking extra time from our life outside of work. The shift is already in the middle of the day so errands and things that should be getting done cant get done so we have to use the little time we have  after club hours (After school program). On top of your supervisor or director wanting you to take work home to prepare for the next day. This is teacher work or any other higher ranking job. Most part time employees do not take work home. So I feel as though we need a better pay. You also will have happier employees that are willing to stay because they don't have to worry about their finances and life outside of the job.",1677,791,Peers,,8,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
